price,Is_Worldwide_Shipping,case_size_regex,is_cellular,price_log,model_tier_encoded,apple_series_rank,condition_encoded,brand_Garmin,brand_Samsung,brand_Small brand,material_Ceramic,material_Gold,material_Gold_Titanium,material_StainLess_Steel,material_Standard,material_Titanium,Country_Japan,Country_Other countries,Country_South Korea,Country_United Kingdom,Country_United States
1000.0,1,45.0,0,6.90875477931522,3,7,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
999.0,0,,0,6.907755278982137,1,7,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
878.05,1,,0,6.778841778888799,1,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1000.0,0,,0,6.90875477931522,1,7,2.5,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1000.0,0,,0,6.90875477931522,3,7,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
833.0,1,51.0,0,6.726233402358747,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False
1000.0,0,44.0,0,6.90875477931522,3,7,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
835.56,1,,0,6.729298245290333,2,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
995.98,0,45.0,0,6.904730709580089,1,7,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
867.99,0,,0,6.767331617719319,3,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1000.0,0,42.0,1,6.90875477931522,3,7,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
723.85,0,46.0,1,6.585964736896907,1,7,3.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
999.99,1,47.0,0,6.90874478925533,3,-1,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True
999.99,1,43.0,0,6.90874478925533,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
999.99,0,47.0,0,6.90874478925533,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
999.99,0,47.0,0,6.90874478925533,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
999.99,0,43.0,0,6.90874478925533,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
999.85,0,46.0,1,6.908604917936715,1,7,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
829.17,1,,0,6.721630499095148,2,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
829.17,1,,0,6.721630499095148,3,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
999.0,1,41.0,0,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,49.0,0,6.907755278982137,3,10,2.5,False,False,False,False,False,False,False,True,False,False,False,False,False,True
723.85,0,46.0,1,6.585964736896907,1,7,3.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
999.0,1,45.0,1,6.907755278982137,1,7,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,45.0,1,6.907755278982137,1,7,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,45.0,0,6.907755278982137,1,7,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,45.0,0,6.907755278982137,1,-1,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,45.0,1,6.907755278982137,1,7,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,45.0,0,6.907755278982137,1,7,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,0,45.0,0,6.907755278982137,3,7,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
999.0,1,45.0,1,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,49.0,0,6.907755278982137,3,10,2.5,False,False,False,False,False,False,False,True,False,False,False,False,False,True
999.0,1,,0,6.907755278982137,1,-1,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,45.0,1,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,44.0,0,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,44.0,1,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,45.0,0,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,47.0,0,6.907755278982137,3,-1,3.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,42.0,1,6.907755278982137,1,-1,3.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,40.0,0,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,46.0,0,6.907755278982137,1,-1,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,41.0,0,6.907755278982137,1,7,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,44.0,0,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,44.0,0,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,49.0,0,6.907755278982137,3,10,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
999.0,1,44.0,1,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
999.0,1,49.0,0,6.907755278982137,3,10,2.5,False,False,False,False,False,False,False,True,False,False,False,False,False,True
999.0,1,45.0,0,6.907755278982137,1,7,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
992.99,0,51.0,0,6.901727146243795,3,-1,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
999.0,1,40.0,0,6.907755278982137,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
860.76,1,51.0,0,6.758976809623234,2,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1449.0,1,45.0,1,7.27931883541462,1,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1445.0,1,45.0,1,7.27655640271871,1,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1445.0,1,,1,7.27655640271871,2,-1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1445.0,1,41.0,1,7.27655640271871,1,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
975.0,0,,0,6.883462586413092,3,7,2.5,False,False,False,False,False,False,False,True,False,False,False,False,False,True
997.0,1,,0,6.905753276311464,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
824.24,1,,0,6.715674253119745,2,-1,1.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False
986.99,1,,0,6.895672576239155,3,11,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
979.02,1,44.0,0,6.887572979619639,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
979.02,1,42.0,0,6.887572979619639,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
480.0,0,49.0,0,6.175867270105761,3,11,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
974.67,1,49.0,1,6.883124414485312,3,11,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
979.02,1,42.0,0,6.887572979619639,1,7,2.5,False,False,False,False,False,False,False,True,False,False,False,False,False,True
705.41,1,47.0,0,6.560195805474942,1,-1,3.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False
699.0,0,46.0,0,6.551080335043404,1,7,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False
698.35,0,46.0,1,6.550151332225313,1,7,1.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False
807.25,1,,0,6.694871416605542,2,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
834.99,0,,1,6.728616651290672,3,11,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False
834.99,0,,0,6.728616651290672,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
968.39,1,40.0,0,6.876667007698898,1,-1,1.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False
750.0,0,49.0,0,6.621405651764134,3,11,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
690.0,0,49.0,0,6.53813982376767,3,11,2.5,False,False,False,False,False,False,False,True,False,False,False,False,True,False
807.25,1,,0,6.694871416605542,3,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
950.0,0,46.0,0,6.85751406254539,3,7,2.5,False,False,False,False,False,False,False,False,True,False,False,False,False,True
950.0,0,40.0,0,6.85751406254539,3,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
955.0,1,,0,6.862757913051401,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
828.99,0,,1,6.7214136525252925,1,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
959.96,0,49.0,1,6.867932784794966,3,10,2.5,False,False,False,False,False,False,False,False,True,False,False,False,False,True
796.3,1,51.0,0,6.681231019508449,3,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
950.0,0,44.0,1,6.85751406254539,3,7,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True
955.0,1,,0,6.862757913051401,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
955.0,1,,0,6.862757913051401,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
809.99,1,47.0,0,6.6982557235831655,3,-1,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1395.0,1,,1,7.241366283322318,2,-1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False
955.0,1,,0,6.862757913051401,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
899.99,0,42.0,1,6.803494158767612,1,7,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
969.0,1,46.0,0,6.877296071497429,1,-1,3.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
789.02,1,47.0,0,6.672058261596307,1,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
949.0,1,42.0,0,6.856461984594587,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
949.0,1,44.0,1,6.856461984594587,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
949.0,1,44.0,0,6.856461984594587,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
949.56,1,46.0,0,6.857051284607431,1,7,1.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False
949.0,1,,0,6.856461984594587,1,-1,3.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False
949.0,0,42.0,0,6.856461984594587,1,7,2.5,False,False,False,False,False,False,True,False,False,False,False,False,False,True
949.0,1,42.0,0,6.856461984594587,1,-1,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
949.0,1,,0,6.856461984594587,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
949.0,1,,0,6.856461984594587,1,-1,3.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False
949.0,1,44.0,0,6.856461984594587,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
949.0,1,44.0,0,6.856461984594587,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
949.0,1,47.0,1,6.856461984594587,3,-1,3.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
769.0,1,,0,6.646390514847729,3,-1,3.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False
699.0,0,47.0,1,6.551080335043404,3,-1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False
938.38,0,,0,6.845220083181031,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
816.99,0,,0,6.706850111589147,1,-1,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False
780.38,1,,0,6.661061587207667,2,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
699.0,0,47.0,1,6.551080335043404,3,-1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False
800.0,1,,0,6.68586094706836,3,11,3.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False
803.99,0,,1,6.690829854981157,1,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
739.0,1,49.0,1,6.606650186198215,3,12,2.5,False,False,False,False,False,False,False,False,True,False,True,False,False,False
935.74,1,,0,6.842405762409984,2,-1,1.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False
938.38,0,,0,6.845220083181031,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
816.99,0,,0,6.706850111589147,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False
803.99,0,,1,6.690829854981157,1,7,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
929.99,0,51.0,0,6.83624853608082,1,-1,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
669.95,0,47.0,0,6.508694618546967,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
803.99,0,,1,6.690829854981157,1,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
669.45,0,46.0,1,6.5079491287256515,1,7,3.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False
766.0,0,44.0,0,6.642486801367256,3,7,1.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False
800.0,1,,0,6.68586094706836,3,12,3.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False
765.32,1,47.0,0,6.6415998370746365,3,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
767.22,1,47.0,0,6.644076150459651,3,-1,1.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False
765.32,1,,0,6.6415998370746365,3,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
920.0,0,40.0,0,6.825460036255307,3,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
911.88,1,46.0,0,6.816604437126424,1,7,1.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False
912.99,0,47.0,0,6.8178196304752605,2,-1,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
785.51,1,51.0,0,6.6676054369756725,3,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
777.34,1,51.0,0,6.657163446708698,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False
690.0,1,47.0,1,6.53813982376767,3,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
899.0,0,41.0,0,6.802394763324311,3,7,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
690.0,1,47.0,1,6.53813982376767,3,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
910.61,1,,1,6.8152122670349256,3,11,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
690.0,1,47.0,1,6.53813982376767,3,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
900.0,0,49.0,0,6.803505257608338,3,11,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
910.62,1,46.0,0,6.815223236577989,1,7,1.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1325.96,1,47.0,1,7.1906458906977875,3,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1325.96,1,47.0,1,7.1906458906977875,3,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
900.0,0,47.0,0,6.803505257608338,2,-1,2.5,True,False,False,False,False,False,False,True,False,False,False,False,False,True
900.0,0,,0,6.803505257608338,3,7,2.5,False,False,False,False,False,False,False,True,False,False,False,False,False,True
905.61,1,,0,6.809712368668727,2,-1,1.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False
905.6,1,46.0,0,6.809701338506749,1,10,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
900.0,0,46.0,1,6.803505257608338,1,7,2.5,False,False,False,False,False,True,False,False,False,False,False,False,False,True
900.0,0,,0,6.803505257608338,1,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True
905.85,1,,0,6.809977056063432,1,-1,1.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False
650.75,1,47.0,0,6.479661052813611,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False
904.0,1,49.0,1,6.807934943699926,3,11,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1319.0,1,,0,7.1853870155804165,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1319.0,1,,0,7.1853870155804165,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1319.0,1,,0,7.1853870155804165,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1319.0,1,,0,7.1853870155804165,1,-1,3.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False
1319.0,1,47.0,1,7.1853870155804165,3,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1319.0,1,47.0,1,7.1853870155804165,3,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
785.95,1,42.0,0,6.66816471399761,1,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1319.0,1,47.0,1,7.1853870155804165,3,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
920.0,0,49.0,1,6.825460036255307,3,12,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
900.0,0,41.0,0,6.803505257608338,3,7,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
900.0,0,40.0,0,6.803505257608338,1,7,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
650.0,0,49.0,1,6.478509642208569,3,12,2.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
900.0,0,49.0,1,6.803505257608338,3,11,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
899.99,1,,0,6.803494158767612,3,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
899.99,0,51.0,0,6.803494158767612,3,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,False,True
899.95,0,,0,6.803449762172823,3,-1,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True
899.95,0,,0,6.803449762172823,3,-1,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True
899.88,0,49.0,1,6.80337206338877,3,11,3.0,False,False,False,False,False,False,False,False,True,True,False,False,False,False
900.0,0,42.0,0,6.803505257608338,1,7,3.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True
899.0,1,49.0,0,6.802394763324311,3,10,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
899.0,1,41.0,0,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,42.0,0,6.802394763324311,1,-1,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,44.0,1,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,45.0,0,6.802394763324311,1,-1,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,44.0,0,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
905.6,1,46.0,1,6.809701338506749,1,7,1.0,False,False,False,False,False,False,False,False,True,False,False,True,False,False
899.0,1,44.0,1,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,45.0,0,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,41.0,0,6.802394763324311,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
899.0,1,45.0,0,6.802394763324311,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
899.0,1,44.0,1,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,41.0,0,6.802394763324311,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
899.0,1,,0,6.802394763324311,1,-1,3.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,44.0,0,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,41.0,0,6.802394763324311,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
899.0,1,44.0,1,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,44.0,0,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899.1,1,38.0,0,6.802505868263039,1,7,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,44.0,0,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
899.0,1,44.0,0,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
748.19,1,47.0,0,6.6189926229101115,3,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
879.0,0,40.0,1,6.779921907472252,1,7,1.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True
783.99,0,,1,6.665670978847765,1,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
777.99,0,,1,6.657998208817879,1,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
899.0,1,44.0,1,6.802394763324311,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
896.99,0,49.0,1,6.800158932382734,3,11,2.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
776.99,0,,1,6.656713670625348,1,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
780.99,0,,1,6.6618419527397625,1,7,3.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False
893.05,1,46.0,1,6.7957617020212115,1,7,1.0,False,False,False,False,False,False,False,True,False,False,False,True,False,False
890.88,1,49.0,1,6.7933315943821695,3,11,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1299.0,1,,0,7.170119543449628,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1299.0,1,,0,7.170119543449628,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
1299.0,1,42.0,0,7.170119543449628,2,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1299.0,1,42.0,0,7.170119543449628,2,-1,3.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False
1299.0,1,,0,7.170119543449628,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
890.0,0,49.0,0,6.792344427470809,3,11,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
899.0,1,46.0,1,6.802394763324311,1,-1,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
889.95,0,,0,6.792288309173424,3,-1,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True
889.95,0,,0,6.792288309173424,3,-1,3.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True
888.37,1,42.0,0,6.790513346902804,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1299.0,1,,0,7.170119543449628,2,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
759.0,1,,0,6.633318433280377,3,11,1.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False
727.44,1,47.0,0,6.590905261227619,2,-1,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False
885.0,1,41.0,0,6.786716950605081,1,-1,3.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
875.0,0,49.0,0,6.775366090936392,3,11,3.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True
771.99,0,,1,6.650266111893135,1,7,3.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False
699.0,1,49.0,0,6.551080335043404,3,11,2.5,False,False,False,False,False,False,False,False,True,False,True,False,False,False
940.0,0,49.0,1,6.846943139585379,3,11,3.0,False,False,False,False,False,False,False,False,True,False,True,False,False,False
899.0,1,42.0,0,6.802394763324311,1,-1,2.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True
629.73,0,49.0,0,6.44687787873466,3,11,3.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False
881.02,1,42.0,1,6.782214731486662,1,7,2.5,False,False,False,False,True,False,False,False,False,False,False,False,False,True
